id,address,function,length,setpoint,gain,reset rate,deadband,cycle time,rate,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,command response,time,binary result,categorized result,specific result
56,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682212,1,7,23
59,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12344,1,1418682224,1,7,23
60,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682224,1,7,23
63,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13379,1,1418682236,1,7,23
64,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682236,1,7,23
67,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14406,1,1418682248,1,7,23
68,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682248,1,7,23
71,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17205,1,1418682260,1,7,23
72,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682260,1,7,23
75,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12857,1,1418682272,1,7,23
76,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682272,1,7,23
80,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682284,1,7,23
84,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682296,1,7,23
87,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13121,1,1418682308,1,7,23
91,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13894,1,1418682320,1,7,23
92,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682320,1,7,23
95,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13625,1,1418682332,1,7,23
96,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682332,1,7,23
99,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12592,1,1418682344,1,7,23
100,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682344,1,7,23
103,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13382,1,1418682356,1,7,23
104,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682356,1,7,23
108,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682368,1,7,23
111,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16962,1,1418682380,1,7,23
116,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682392,1,7,23
123,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12852,1,1418682417,1,7,23
124,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682417,1,7,23
127,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17465,1,1418682429,1,7,23
