id,address,function,length,setpoint,gain,reset rate,deadband,cycle time,rate,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,command response,time,binary result,categorized result,specific result
751,4,16,90,11.4,117,0.2255,0.45,0.56,0,0,0,1,0,-1,13360,1,1418683078,1,3,14
752,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683078,1,3,14
755,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,1,0,-1,13892,1,1418683082,1,3,14
756,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683082,1,3,14
759,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,1,0,-1,13892,1,1418683085,1,3,14
760,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683086,1,3,14
763,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,1,0,-1,13892,1,1418683089,1,3,14
764,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683089,1,3,14
767,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,1,0,-1,13892,1,1418683093,1,3,14
768,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683093,1,3,14
771,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,0,0,-1,13893,1,1418683096,1,3,14
772,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683096,1,3,14
775,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,0,0,-1,13893,1,1418683100,1,3,14
776,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683100,1,3,14
779,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,0,0,-1,13893,1,1418683103,1,3,14
780,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683104,1,3,14
783,4,16,90,11.4,117,0.3478,0.45,0.56,0,0,0,0,0,-1,13893,1,1418683107,1,3,14
784,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683107,1,3,14
787,4,16,90,11.4,117,0.3478,0.39,0.56,0,0,0,0,0,-1,14647,1,1418683111,1,3,14
788,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683111,1,3,14
791,4,16,90,11.4,117,0.3478,0.39,0.56,0,0,0,0,0,-1,14647,1,1418683114,1,3,14
792,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683114,1,3,14
795,4,16,90,11.4,117,0.3478,0.39,0.56,0,0,0,0,0,-1,14647,1,1418683118,1,3,14
796,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683118,1,3,14
799,4,16,90,11.4,117,0.3478,0.39,0.56,0,0,0,0,0,-1,14647,1,1418683121,1,3,14
800,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683122,1,3,14
803,4,16,90,11.4,117,0.3478,0.39,0.56,0,0,0,0,0,-1,14647,1,1418683125,1,3,14
804,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683125,1,3,14
807,4,16,90,11.4,117,0.2853,0.39,0.56,0,0,0,0,0,-1,16951,1,1418683129,1,3,14
808,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683129,1,3,14
811,4,16,90,11.4,117,0.2853,0.39,0.56,0,0,0,0,0,-1,16951,1,1418683132,1,3,14
812,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683132,1,3,14
815,4,16,90,11.4,117,0.2853,0.39,0.56,0,0,0,0,0,-1,16951,1,1418683136,1,3,14
816,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683136,1,3,14
819,4,16,90,11.4,117,0.2853,0.39,0.56,0,0,0,0,0,-1,16951,1,1418683139,1,3,14
820,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418683140,1,3,14
3079,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685286,1,3,15
3080,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685286,1,3,15
3083,4,16,90,10.4,114,0.3505,0.25,0.7,0,1,1,1,1,-1,13874,1,1418685289,1,3,15
3084,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685290,1,3,15
3087,4,16,90,10.4,114,0.3505,0.25,0.7,0,1,1,1,1,-1,13874,1,1418685293,1,3,15
3088,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685293,1,3,15
3091,4,16,90,10.4,114,0.3505,0.25,0.7,0,1,1,1,1,-1,13874,1,1418685296,1,3,15
3092,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685296,1,3,15
3095,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685300,1,3,15
3096,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685300,1,3,15
3099,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685303,1,3,15
3100,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685303,1,3,15
3103,4,16,90,10.4,114,0.3505,0.25,0.7,0,1,1,1,1,-1,13874,1,1418685306,1,3,15
3104,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685307,1,3,15
3107,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685310,1,3,15
3108,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685310,1,3,15
3111,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685313,1,3,15
3112,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685313,1,3,15
3115,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685316,1,3,15
3116,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685317,1,3,15
3119,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685320,1,3,15
3120,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685320,1,3,15
3123,4,16,90,10.4,114,0.3505,0.25,0.7,0,0,1,1,1,-1,13875,1,1418685323,1,3,15
3124,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685323,1,3,15
3127,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685326,1,3,15
3128,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685327,1,3,15
3131,4,16,90,10.4,114,0.3505,0.25,0.7,0,0,1,1,1,-1,13875,1,1418685330,1,3,15
3132,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685330,1,3,15
3135,4,16,90,10.4,114,0.3505,0.25,0.7,0,1,1,1,1,-1,13874,1,1418685333,1,3,15
3136,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685333,1,3,15
3139,4,16,90,10.4,114,0.3505,0.25,0.7,0,0,1,1,1,-1,13875,1,1418685336,1,3,15
3140,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685337,1,3,15
3143,4,16,90,10.4,114,0.3505,0.25,0.7,0,1,1,1,1,-1,13874,1,1418685340,1,3,15
3144,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685340,1,3,15
3147,4,16,90,10.4,114,0.3505,0.25,0.7,0,0,1,1,1,-1,13875,1,1418685343,1,3,15
3148,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685343,1,3,15
3151,4,16,90,10.4,114,0.3505,0.25,0.7,0,0,1,1,1,-1,13875,1,1418685347,1,3,15
3152,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685347,1,3,15
3155,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685350,1,3,15
3156,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685350,1,3,15
3159,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685353,1,3,15
3160,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685353,1,3,15
3163,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685357,1,3,15
3164,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685357,1,3,15
3167,4,16,90,10.4,114,0.3505,0.25,0.7,0,1,1,1,1,-1,13874,1,1418685360,1,3,15
3168,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685360,1,3,15
3171,4,16,90,10.4,114,0.3505,0.25,0.7,0,2,1,1,1,-1,13873,1,1418685363,1,3,15
3172,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685363,1,3,15
3887,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685958,1,3,14
3888,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685958,1,3,14
3891,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685961,1,3,14
3892,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685961,1,3,14
3895,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685964,1,3,14
3896,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685964,1,3,14
3899,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685967,1,3,14
3900,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685968,1,3,14
3903,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685971,1,3,14
3904,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685971,1,3,14
3907,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685974,1,3,14
3908,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685974,1,3,14
3911,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685977,1,3,14
3912,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685978,1,3,14
3915,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685981,1,3,14
3916,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685981,1,3,14
3919,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,0,1,0,-1,14135,1,1418685984,1,3,14
3920,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685984,1,3,14
3923,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,1,1,0,-1,14134,1,1418685987,1,3,14
3924,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685987,1,3,14
3927,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,1,1,0,-1,14134,1,1418685991,1,3,14
3928,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685991,1,3,14
3931,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,1,1,0,-1,14134,1,1418685994,1,3,14
3932,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685994,1,3,14
3935,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,1,1,0,-1,14134,1,1418685997,1,3,14
3936,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418685998,1,3,14
3939,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,1,1,0,-1,14134,1,1418686001,1,3,14
3940,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418686001,1,3,14
3943,4,16,90,10.4,113,0.3505,0.44,0.9,0,0,1,1,0,-1,14134,1,1418686004,1,3,14
3944,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418686004,1,3,14
6189,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,0,1,-1,13636,1,1418688549,1,3,13
6190,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418688549,1,3,13
6193,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,0,1,-1,13636,1,1418688552,1,3,13
6194,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418688552,1,3,13
6197,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,0,1,-1,13636,1,1418688556,1,3,13
6198,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418688556,1,3,13
6201,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,0,1,-1,13636,1,1418688559,1,3,13
6202,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418688559,1,3,13
6205,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,0,1,-1,13636,1,1418688562,1,3,13
6206,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418688563,1,3,13
6209,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,0,1,-1,13636,1,1418688566,1,3,13
6210,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418688566,1,3,13
6213,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,1,1,-1,13635,1,1418688569,1,3,13
6214,4,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,0,1418688569,1,3,13
6217,4,16,90,3.68,112,0.2509,0.53,0.9,0,1,1,1,1,-1,13635,1,1418688572,1,3,13
