id,address,function,length,setpoint,gain,reset rate,deadband,cycle time,rate,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,command response,time,binary result,categorized result,specific result
1503,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683743,1,5,22
1504,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683743,1,5,22
1507,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683755,1,5,22
1508,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683755,1,5,22
1511,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683767,1,5,22
1512,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683767,1,5,22
1515,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683779,1,5,22
1516,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683779,1,5,22
1519,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683790,1,5,22
1520,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683790,1,5,22
1523,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683802,1,5,22
1524,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683802,1,5,22
1527,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683814,1,5,22
1528,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683814,1,5,22
1531,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683825,1,5,22
1532,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683825,1,5,22
1535,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683837,1,5,22
1536,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683837,1,5,22
1539,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683849,1,5,22
1540,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683849,1,5,22
1543,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17971,1,1418683861,1,5,22
1544,4,136,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14131,0,1418683861,1,5,22
