id,address,function,length,setpoint,gain,reset rate,deadband,cycle time,rate,system mode,control scheme,pump,solenoid,pressure measurement,crc rate,command response,time,binary result,categorized result,specific result
55,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17460,1,1418682212,1,7,23
79,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12599,1,1418682284,1,7,23
83,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12336,1,1418682296,1,7,23
88,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682308,1,7,23
107,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13624,1,1418682368,1,7,23
112,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682380,1,7,23
115,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17719,1,1418682392,1,7,23
119,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17721,1,1418682405,1,7,23
120,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682405,1,7,23
143,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17713,1,1418682476,1,7,23
144,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682477,1,7,23
156,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418682513,1,7,23
159,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17718,1,1418682525,1,7,23
5559,4,1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13104,1,1418687693,1,7,24
5564,4,2,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17976,0,1418687705,1,7,24
5571,4,4,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12868,1,1418687728,1,7,24
5584,4,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17973,0,1418687763,1,7,24
5591,4,9,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12856,1,1418687787,1,7,24
5596,4,138,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14129,0,1418687799,1,7,24
5604,4,140,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13894,0,1418687822,1,7,24
6128,4,8,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12600,1,1418688314,1,7,20
6141,8,8,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12600,1,1418688361,1,7,20
6168,11,8,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12600,1,1418688467,1,7,20
6865,4,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13105,1,1418689116,1,7,24
6889,4,6,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12866,1,1418689186,1,7,24
6897,4,8,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12857,1,1418689209,1,7,24
6917,4,13,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12852,1,1418689268,1,7,24
12446,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418694471,1,7,23
12457,4,43,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14392,1,1418694506,1,7,23
12466,4,171,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13616,0,1418694529,1,7,23
